"external_gene_id"	"description"
"Olfm1"	"olfactomedin 1 [Source:MGI Symbol;Acc:MGI:1860437]"
"Lamc3"	"laminin gamma 3 [Source:MGI Symbol;Acc:MGI:1344394]"
"Abl1"	"c-abl oncogene 1, non-receptor tyrosine kinase [Source:MGI Symbol;Acc:MGI:87859]"
"Hspa5"	"heat shock protein 5 [Source:MGI Symbol;Acc:MGI:95835]"
"Gapvd1"	"GTPase activating protein and VPS9 domains 1 [Source:MGI Symbol;Acc:MGI:1913941]"
"Gsn"	"gelsolin [Source:MGI Symbol;Acc:MGI:95851]"
"Egfl7"	"EGF-like domain 7 [Source:MGI Symbol;Acc:MGI:2449923]"
"Nacc2"	"nucleus accumbens associated 2, BEN and BTB (POZ) domain containing [Source:MGI Symbol;Acc:MGI:1915241]"
"Fcna"	"ficolin A [Source:MGI Symbol;Acc:MGI:1340905]"
"Neb"	"nebulin [Source:MGI Symbol;Acc:MGI:97292]"
"Ssfa2"	"sperm specific antigen 2 [Source:MGI Symbol;Acc:MGI:1917849]"
"Itga4"	"integrin alpha 4 [Source:MGI Symbol;Acc:MGI:96603]"
"Pamr1"	"peptidase domain containing associated with muscle regeneration 1 [Source:MGI Symbol;Acc:MGI:2445082]"
"Cd82"	"CD82 antigen [Source:MGI Symbol;Acc:MGI:104651]"
"Creb3l1"	"cAMP responsive element binding protein 3-like 1 [Source:MGI Symbol;Acc:MGI:1347062]"
"Wdr76"	"WD repeat domain 76 [Source:MGI Symbol;Acc:MGI:1926186]"
"Pdia3"	"protein disulfide isomerase associated 3 [Source:MGI Symbol;Acc:MGI:95834]"
"Map1a"	"microtubule-associated protein 1 A [Source:MGI Symbol;Acc:MGI:1306776]"
"Mkks"	"McKusick-Kaufman syndrome [Source:MGI Symbol;Acc:MGI:1891836]"
"Casc5"	"cancer susceptibility candidate 5 [Source:MGI Symbol;Acc:MGI:1923714]"
"Smox"	"spermine oxidase [Source:MGI Symbol;Acc:MGI:2445356]"
"Bub1"	"budding uninhibited by benzimidazoles 1 homolog (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:1100510]"
"Bcl2l11"	"BCL2-like 11 (apoptosis facilitator) [Source:MGI Symbol;Acc:MGI:1197519]"
"Cpxm1"	"carboxypeptidase X 1 (M14 family) [Source:MGI Symbol;Acc:MGI:1934569]"
"Gnas"	"GNAS (guanine nucleotide binding protein, alpha stimulating) complex locus [Source:MGI Symbol;Acc:MGI:95777]"
"Edn3"	"endothelin 3 [Source:MGI Symbol;Acc:MGI:95285]"
"Impa1"	"inositol (myo)-1(or 4)-monophosphatase 1 [Source:MGI Symbol;Acc:MGI:1933158]"
"Map1lc3a"	"microtubule-associated protein 1 light chain 3 alpha [Source:MGI Symbol;Acc:MGI:1915661]"
"Rbl1"	"retinoblastoma-like 1 (p107) [Source:MGI Symbol;Acc:MGI:103300]"
"Ralgapb"	"Ral GTPase activating protein, beta subunit (non-catalytic) [Source:MGI Symbol;Acc:MGI:2444531]"
"Fam83d"	"family with sequence similarity 83, member D [Source:MGI Symbol;Acc:MGI:1919128]"
"Wisp2"	"WNT1 inducible signaling pathway protein 2 [Source:MGI Symbol;Acc:MGI:1328326]"
"Gnb4"	"guanine nucleotide binding protein (G protein), beta 4 [Source:MGI Symbol;Acc:MGI:104581]"
"Ect2"	"ect2 oncogene [Source:MGI Symbol;Acc:MGI:95281]"
"Rab33b"	"RAB33B, member of RAS oncogene family [Source:MGI Symbol;Acc:MGI:1330805]"
"Cog6"	"component of oligomeric golgi complex 6 [Source:MGI Symbol;Acc:MGI:1914792]"
"Postn"	"periostin, osteoblast specific factor [Source:MGI Symbol;Acc:MGI:1926321]"
"Ift80"	"intraflagellar transport 80 [Source:MGI Symbol;Acc:MGI:1915509]"
"Kpna4"	"karyopherin (importin) alpha 4 [Source:MGI Symbol;Acc:MGI:1100848]"
"Casq2"	"calsequestrin 2 [Source:MGI Symbol;Acc:MGI:1309469]"
"Ptgfrn"	"prostaglandin F2 receptor negative regulator [Source:MGI Symbol;Acc:MGI:1277114]"
"Hmgcs2"	"3-hydroxy-3-methylglutaryl-Coenzyme A synthase 2 [Source:MGI Symbol;Acc:MGI:101939]"
"Notch2"	"notch 2 [Source:MGI Symbol;Acc:MGI:97364]"
"Slc50a1"	"solute carrier family 50 (sugar transporter), member 1 [Source:MGI Symbol;Acc:MGI:107417]"
"Fam198b"	"family with sequence similarity 198, member B [Source:MGI Symbol;Acc:MGI:1915909]"
"Col11a1"	"collagen, type XI, alpha 1 [Source:MGI Symbol;Acc:MGI:88446]"
"Ndst3"	"N-deacetylase/N-sulfotransferase (heparan glucosaminyl) 3 [Source:MGI Symbol;Acc:MGI:1932544]"
"Pdgfc"	"platelet-derived growth factor, C polypeptide [Source:MGI Symbol;Acc:MGI:1859631]"
"Dkk2"	"dickkopf homolog 2 (Xenopus laevis) [Source:MGI Symbol;Acc:MGI:1890663]"
"Papss1"	"3'-phosphoadenosine 5'-phosphosulfate synthase 1 [Source:MGI Symbol;Acc:MGI:1330587]"
"Rps3a1"	"ribosomal protein S3A1 [Source:MGI Symbol;Acc:MGI:1202063]"
"Sh3d19"	"SH3 domain protein D19 [Source:MGI Symbol;Acc:MGI:1350923]"
"F3"	"coagulation factor III [Source:MGI Symbol;Acc:MGI:88381]"
"Mrpl9"	"mitochondrial ribosomal protein L9 [Source:MGI Symbol;Acc:MGI:2137211]"
"Rap1gds1"	"RAP1, GTP-GDP dissociation stimulator 1 [Source:MGI Symbol;Acc:MGI:2385189]"
"Tspan5"	"tetraspanin 5 [Source:MGI Symbol;Acc:MGI:1928096]"
"Manba"	"mannosidase, beta A, lysosomal [Source:MGI Symbol;Acc:MGI:88175]"
"Ccne2"	"cyclin E2 [Source:MGI Symbol;Acc:MGI:1329034]"
"Gem"	"GTP binding protein (gene overexpressed in skeletal muscle) [Source:MGI Symbol;Acc:MGI:99844]"
"Mmp16"	"matrix metallopeptidase 16 [Source:MGI Symbol;Acc:MGI:1276107]"
"Cpne3"	"copine III [Source:MGI Symbol;Acc:MGI:1917818]"
"Tgs1"	"trimethylguanosine synthase homolog (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:2151797]"
"Rps20"	"ribosomal protein S20 [Source:MGI Symbol;Acc:MGI:1914677]"
"Smc2"	"structural maintenance of chromosomes 2 [Source:MGI Symbol;Acc:MGI:106067]"
"Nr4a3"	"nuclear receptor subfamily 4, group A, member 3 [Source:MGI Symbol;Acc:MGI:1352457]"
"Invs"	"inversin [Source:MGI Symbol;Acc:MGI:1335082]"
"Brinp1"	"bone morphogenic protein/retinoic acid inducible neural specific 1 [Source:MGI Symbol;Acc:MGI:1928478]"
"Pappa"	"pregnancy-associated plasma protein A [Source:MGI Symbol;Acc:MGI:97479]"
"Dnaja1"	"DnaJ (Hsp40) homolog, subfamily A, member 1 [Source:MGI Symbol;Acc:MGI:1270129]"
"Slc44a1"	"solute carrier family 44, member 1 [Source:MGI Symbol;Acc:MGI:2140592]"
"Tmem38b"	"transmembrane protein 38B [Source:MGI Symbol;Acc:MGI:1098718]"
"Aqp7"	"aquaporin 7 [Source:MGI Symbol;Acc:MGI:1314647]"
"Rps6"	"ribosomal protein S6 [Source:MGI Symbol;Acc:MGI:98159]"
"Ppap2b"	"phosphatidic acid phosphatase type 2B [Source:MGI Symbol;Acc:MGI:1915166]"
"Prkaa2"	"protein kinase, AMP-activated, alpha 2 catalytic subunit [Source:MGI Symbol;Acc:MGI:1336173]"
"Dnajc6"	"DnaJ (Hsp40) homolog, subfamily C, member 6 [Source:MGI Symbol;Acc:MGI:1919935]"
"Artn"	"artemin [Source:MGI Symbol;Acc:MGI:1333791]"
"Atg4c"	"autophagy related 4C, cysteine peptidase [Source:MGI Symbol;Acc:MGI:2651854]"
"Tmem59"	"transmembrane protein 59 [Source:MGI Symbol;Acc:MGI:1929278]"
"Exo5"	"exonuclease 5 [Source:MGI Symbol;Acc:MGI:1920422]"
"Dyrk2"	"dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 2 [Source:MGI Symbol;Acc:MGI:1330301]"
"Kcnq4"	"potassium voltage-gated channel, subfamily Q, member 4 [Source:MGI Symbol;Acc:MGI:1926803]"
"Slc2a1"	"solute carrier family 2 (facilitated glucose transporter), member 1 [Source:MGI Symbol;Acc:MGI:95755]"
"Mycl"	"v-myc myelocytomatosis viral oncogene homolog, lung carcinoma derived (avian) [Source:MGI Symbol;Acc:MGI:96799]"
"Rnf220"	"ring finger protein 220 [Source:MGI Symbol;Acc:MGI:1913993]"
"Kif2c"	"kinesin family member 2C [Source:MGI Symbol;Acc:MGI:1921054]"
"Nasp"	"nuclear autoantigenic sperm protein (histone-binding) [Source:MGI Symbol;Acc:MGI:1355328]"
"Pax7"	"paired box gene 7 [Source:MGI Symbol;Acc:MGI:97491]"
"Pink1"	"PTEN induced putative kinase 1 [Source:MGI Symbol;Acc:MGI:1916193]"
"Bai2"	"brain-specific angiogenesis inhibitor 2 [Source:MGI Symbol;Acc:MGI:2451244]"
"Hpca"	"hippocalcin [Source:MGI Symbol;Acc:MGI:1336200]"
"Phc2"	"polyhomeotic-like 2 (Drosophila) [Source:MGI Symbol;Acc:MGI:1860454]"
"Tmem234"	"transmembrane protein 234 [Source:MGI Symbol;Acc:MGI:1924049]"
"Tekt2"	"tektin 2 [Source:MGI Symbol;Acc:MGI:1346335]"
"Tmem222"	"transmembrane protein 222 [Source:MGI Symbol;Acc:MGI:1098568]"
"Sema3a"	"sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3A [Source:MGI Symbol;Acc:MGI:107558]"
"Eya3"	"eyes absent 3 homolog (Drosophila) [Source:MGI Symbol;Acc:MGI:109339]"
"Sesn2"	"sestrin 2 [Source:MGI Symbol;Acc:MGI:2651874]"
"Inpp5b"	"inositol polyphosphate-5-phosphatase B [Source:MGI Symbol;Acc:MGI:103257]"
"Utp11l"	"UTP11-like, U3 small nucleolar ribonucleoprotein, (yeast) [Source:MGI Symbol;Acc:MGI:1914455]"
"Rpl22"	"ribosomal protein L22 [Source:MGI Symbol;Acc:MGI:99262]"
"Nol9"	"nucleolar protein 9 [Source:MGI Symbol;Acc:MGI:1921285]"
"Smarcd3"	"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 3 [Source:MGI Symbol;Acc:MGI:1914243]"
"H6pd"	"hexose-6-phosphate dehydrogenase (glucose 1-dehydrogenase) [Source:MGI Symbol;Acc:MGI:2140356]"
"Angptl7"	"angiopoietin-like 7 [Source:MGI Symbol;Acc:MGI:3605801]"
"Fam126a"	"family with sequence similarity 126, member A [Source:MGI Symbol;Acc:MGI:2149839]"
"Agtrap"	"angiotensin II, type I receptor-associated protein [Source:MGI Symbol;Acc:MGI:1339977]"
"Lrrc47"	"leucine rich repeat containing 47 [Source:MGI Symbol;Acc:MGI:1920196]"
"Mxra8"	"matrix-remodelling associated 8 [Source:MGI Symbol;Acc:MGI:1922011]"
"Gpr125"	"G protein-coupled receptor 125 [Source:MGI Symbol;Acc:MGI:1917943]"
"Ppp2r2c"	"protein phosphatase 2 (formerly 2A), regulatory subunit B (PR 52), gamma isoform [Source:MGI Symbol;Acc:MGI:2442660]"
"Fosl2"	"fos-like antigen 2 [Source:MGI Symbol;Acc:MGI:102858]"
"Khk"	"ketohexokinase [Source:MGI Symbol;Acc:MGI:1096353]"
"Pdgfra"	"platelet derived growth factor receptor, alpha polypeptide [Source:MGI Symbol;Acc:MGI:97530]"
"Epha5"	"Eph receptor A5 [Source:MGI Symbol;Acc:MGI:99654]"
"Cenpc1"	"centromere protein C1 [Source:MGI Symbol;Acc:MGI:99700]"
"Pigg"	"phosphatidylinositol glycan anchor biosynthesis, class G [Source:MGI Symbol;Acc:MGI:3576484]"
"Cdc7"	"cell division cycle 7 (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:1309511]"
"Tgfbr3"	"transforming growth factor, beta receptor III [Source:MGI Symbol;Acc:MGI:104637]"
"Ibsp"	"integrin binding sialoprotein [Source:MGI Symbol;Acc:MGI:96389]"
"Hsd17b11"	"hydroxysteroid (17-beta) dehydrogenase 11 [Source:MGI Symbol;Acc:MGI:2149821]"
"Prkg2"	"protein kinase, cGMP-dependent, type II [Source:MGI Symbol;Acc:MGI:108173]"
"Bmp3"	"bone morphogenetic protein 3 [Source:MGI Symbol;Acc:MGI:88179]"
"Pf4"	"platelet factor 4 [Source:MGI Symbol;Acc:MGI:1888711]"
"Ereg"	"epiregulin [Source:MGI Symbol;Acc:MGI:107508]"
"Shroom3"	"shroom family member 3 [Source:MGI Symbol;Acc:MGI:1351655]"
"Kntc1"	"kinetochore associated 1 [Source:MGI Symbol;Acc:MGI:2673709]"
"Rsrc2"	"arginine/serine-rich coiled-coil 2 [Source:MGI Symbol;Acc:MGI:1913489]"
"Mmp17"	"matrix metallopeptidase 17 [Source:MGI Symbol;Acc:MGI:1346076]"
"Aldh2"	"aldehyde dehydrogenase 2, mitochondrial [Source:MGI Symbol;Acc:MGI:99600]"
"Atp2a2"	"ATPase, Ca++ transporting, cardiac muscle, slow twitch 2 [Source:MGI Symbol;Acc:MGI:88110]"
"Ncor2"	"nuclear receptor co-repressor 2 [Source:MGI Symbol;Acc:MGI:1337080]"
"Aacs"	"acetoacetyl-CoA synthetase [Source:MGI Symbol;Acc:MGI:1926144]"
"Golga3"	"golgi autoantigen, golgin subfamily a, 3 [Source:MGI Symbol;Acc:MGI:96958]"
"Pxn"	"paxillin [Source:MGI Symbol;Acc:MGI:108295]"
"Sppl3"	"signal peptide peptidase 3 [Source:MGI Symbol;Acc:MGI:1891433]"
"Tes"	"testis derived transcript [Source:MGI Symbol;Acc:MGI:105081]"
"Radil"	"Ras association and DIL domains [Source:MGI Symbol;Acc:MGI:2443088]"
"Usp30"	"ubiquitin specific peptidase 30 [Source:MGI Symbol;Acc:MGI:2140991]"
"Rpl6"	"ribosomal protein L6 [Source:MGI Symbol;Acc:MGI:108057]"
"Zkscan14"	"zinc finger with KRAB and SCAN domains 14 [Source:MGI Symbol;Acc:MGI:1914485]"
"Rnf6"	"ring finger protein (C3H2C3 type) 6 [Source:MGI Symbol;Acc:MGI:1921382]"
"Hsph1"	"heat shock 105kDa/110kDa protein 1 [Source:MGI Symbol;Acc:MGI:105053]"
"Wnt16"	"wingless-related MMTV integration site 16 [Source:MGI Symbol;Acc:MGI:2136018]"
"Fam3c"	"family with sequence similarity 3, member C [Source:MGI Symbol;Acc:MGI:107892]"
"Pot1a"	"protection of telomeres 1A [Source:MGI Symbol;Acc:MGI:2141503]"
"Ezh2"	"enhancer of zeste homolog 2 (Drosophila) [Source:MGI Symbol;Acc:MGI:107940]"
"Mepce"	"methylphosphate capping enzyme [Source:MGI Symbol;Acc:MGI:106477]"
"Cald1"	"caldesmon 1 [Source:MGI Symbol;Acc:MGI:88250]"
"Calu"	"calumenin [Source:MGI Symbol;Acc:MGI:1097158]"
"Ahcyl2"	"S-adenosylhomocysteine hydrolase-like 2 [Source:MGI Symbol;Acc:MGI:1921590]"
"Klhdc10"	"kelch domain containing 10 [Source:MGI Symbol;Acc:MGI:1924038]"
"Igf2bp3"	"insulin-like growth factor 2 mRNA binding protein 3 [Source:MGI Symbol;Acc:MGI:1890359]"
"Malsu1"	"mitochondrial assembly of ribosomal large subunit 1 [Source:MGI Symbol;Acc:MGI:1922843]"
"Ptn"	"pleiotrophin [Source:MGI Symbol;Acc:MGI:97804]"
"Zyx"	"zyxin [Source:MGI Symbol;Acc:MGI:103072]"
"Trpv6"	"transient receptor potential cation channel, subfamily V, member 6 [Source:MGI Symbol;Acc:MGI:1927259]"
"Ephb6"	"Eph receptor B6 [Source:MGI Symbol;Acc:MGI:1096338]"
"Gfpt1"	"glutamine fructose-6-phosphate transaminase 1 [Source:MGI Symbol;Acc:MGI:95698]"
"Dusp11"	"dual specificity phosphatase 11 (RNA/RNP complex 1-interacting) [Source:MGI Symbol;Acc:MGI:1919352]"
"Zfml"	"zinc finger, matrin-like [Source:MGI Symbol;Acc:MGI:1203484]"
"Adamts9"	"a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 9 [Source:MGI Symbol;Acc:MGI:1916320]"
"Ino80b"	"INO80 complex subunit B [Source:MGI Symbol;Acc:MGI:1917270]"
"Foxp1"	"forkhead box P1 [Source:MGI Symbol;Acc:MGI:1914004]"
"Klf15"	"Kruppel-like factor 15 [Source:MGI Symbol;Acc:MGI:1929988]"
"Nup210"	"nucleoporin 210 [Source:MGI Symbol;Acc:MGI:1859555]"
"Itpr1"	"inositol 1,4,5-trisphosphate receptor 1 [Source:MGI Symbol;Acc:MGI:96623]"
"Edem1"	"ER degradation enhancer, mannosidase alpha-like 1 [Source:MGI Symbol;Acc:MGI:2180139]"
"Zfp248"	"zinc finger protein 248 [Source:MGI Symbol;Acc:MGI:1919970]"
"Etv6"	"ets variant gene 6 (TEL oncogene) [Source:MGI Symbol;Acc:MGI:109336]"
"Emp1"	"epithelial membrane protein 1 [Source:MGI Symbol;Acc:MGI:107941]"
"Wbp11"	"WW domain binding protein 11 [Source:MGI Symbol;Acc:MGI:1891823]"
"Art4"	"ADP-ribosyltransferase 4 [Source:MGI Symbol;Acc:MGI:1202710]"
"Mgp"	"matrix Gla protein [Source:MGI Symbol;Acc:MGI:96976]"
"Ptpro"	"protein tyrosine phosphatase, receptor type, O [Source:MGI Symbol;Acc:MGI:1097152]"
"Kcnj8"	"potassium inwardly-rectifying channel, subfamily J, member 8 [Source:MGI Symbol;Acc:MGI:1100508]"
"Abcc9"	"ATP-binding cassette, sub-family C (CFTR/MRP), member 9 [Source:MGI Symbol;Acc:MGI:1352630]"
"Bcat1"	"branched chain aminotransferase 1, cytosolic [Source:MGI Symbol;Acc:MGI:104861]"
"Pianp"	"PILR alpha associated neural protein [Source:MGI Symbol;Acc:MGI:2441908]"
"Cd9"	"CD9 antigen [Source:MGI Symbol;Acc:MGI:88348]"
"Tspan11"	"tetraspanin 11 [Source:MGI Symbol;Acc:MGI:1915748]"
"Tspan9"	"tetraspanin 9 [Source:MGI Symbol;Acc:MGI:1924558]"
"Rtn2"	"reticulon 2 (Z-band associated protein) [Source:MGI Symbol;Acc:MGI:107612]"
"Rpl28"	"ribosomal protein L28 [Source:MGI Symbol;Acc:MGI:101839]"
"Psd3"	"pleckstrin and Sec7 domain containing 3 [Source:MGI Symbol;Acc:MGI:1918215]"
"Zfp719"	"zinc finger protein 719 [Source:MGI Symbol;Acc:MGI:2444708]"
"Furin"	"furin (paired basic amino acid cleaving enzyme) [Source:MGI Symbol;Acc:MGI:97513]"
"Iqgap1"	"IQ motif containing GTPase activating protein 1 [Source:MGI Symbol;Acc:MGI:1352757]"
"Ryr1"	"ryanodine receptor 1, skeletal muscle [Source:MGI Symbol;Acc:MGI:99659]"
"Acan"	"aggrecan [Source:MGI Symbol;Acc:MGI:99602]"
"Smg1"	"SMG1 homolog, phosphatidylinositol 3-kinase-related kinase (C. elegans) [Source:MGI Symbol;Acc:MGI:1919742]"
"Xylt1"	"xylosyltransferase 1 [Source:MGI Symbol;Acc:MGI:2451073]"
"Mylpf"	"myosin light chain, phosphorylatable, fast skeletal muscle [Source:MGI Symbol;Acc:MGI:97273]"
"Qprt"	"quinolinate phosphoribosyltransferase [Source:MGI Symbol;Acc:MGI:1914625]"
"Maz"	"MYC-associated zinc finger protein (purine-binding transcription factor) [Source:MGI Symbol;Acc:MGI:1338823]"
"Ppp4c"	"protein phosphatase 4, catalytic subunit [Source:MGI Symbol;Acc:MGI:1891763]"
"Plekhb1"	"pleckstrin homology domain containing, family B (evectins) member 1 [Source:MGI Symbol;Acc:MGI:1351469]"
"Nfatc2ip"	"nuclear factor of activated T cells, cytoplasmic, calcineurin dependent 2 interacting protein [Source:MGI Symbol;Acc:MGI:1329015]"
"Atp2a1"	"ATPase, Ca++ transporting, cardiac muscle, fast twitch 1 [Source:MGI Symbol;Acc:MGI:105058]"
"Rps3"	"ribosomal protein S3 [Source:MGI Symbol;Acc:MGI:1350917]"
"Far1"	"fatty acyl CoA reductase 1 [Source:MGI Symbol;Acc:MGI:1914670]"
"Dkk3"	"dickkopf homolog 3 (Xenopus laevis) [Source:MGI Symbol;Acc:MGI:1354952]"
"Lyve1"	"lymphatic vessel endothelial hyaluronan receptor 1 [Source:MGI Symbol;Acc:MGI:2136348]"
"Stx1b"	"syntaxin 1B [Source:MGI Symbol;Acc:MGI:1930705]"
"Lamtor1"	"late endosomal/lysosomal adaptor, MAPK and MTOR activator 1 [Source:MGI Symbol;Acc:MGI:1913758]"
"Ate1"	"arginyltransferase 1 [Source:MGI Symbol;Acc:MGI:1333870]"
"Plk1"	"polo-like kinase 1 [Source:MGI Symbol;Acc:MGI:97621]"
"Cdr2"	"cerebellar degeneration-related 2 [Source:MGI Symbol;Acc:MGI:1100885]"
"Oat"	"ornithine aminotransferase [Source:MGI Symbol;Acc:MGI:97394]"
"Mki67"	"antigen identified by monoclonal antibody Ki 67 [Source:MGI Symbol;Acc:MGI:106035]"
"Usp9x"	"ubiquitin specific peptidase 9, X chromosome [Source:MGI Symbol;Acc:MGI:894681]"
"Eif3f"	"eukaryotic translation initiation factor 3, subunit F [Source:MGI Symbol;Acc:MGI:1913335]"
"Mrgprf"	"MAS-related GPR, member F [Source:MGI Symbol;Acc:MGI:2384823]"
"Tnni2"	"troponin I, skeletal, fast 2 [Source:MGI Symbol;Acc:MGI:105070]"
"Pim2"	"proviral integration site 2 [Source:MGI Symbol;Acc:MGI:97587]"
"Slc35a2"	"solute carrier family 35 (UDP-galactose transporter), member A2 [Source:MGI Symbol;Acc:MGI:1345297]"
"Wdr13"	"WD repeat domain 13 [Source:MGI Symbol;Acc:MGI:1914661]"
"Msn"	"moesin [Source:MGI Symbol;Acc:MGI:97167]"
"Magt1"	"magnesium transporter 1 [Source:MGI Symbol;Acc:MGI:1914325]"
"Itm2a"	"integral membrane protein 2A [Source:MGI Symbol;Acc:MGI:107706]"
"Tnmd"	"tenomodulin [Source:MGI Symbol;Acc:MGI:1929885]"
"Srpx2"	"sushi-repeat-containing protein, X-linked 2 [Source:MGI Symbol;Acc:MGI:1916042]"
"Col4a6"	"collagen, type IV, alpha 6 [Source:MGI Symbol;Acc:MGI:2152695]"
"Col4a5"	"collagen, type IV, alpha 5 [Source:MGI Symbol;Acc:MGI:88456]"
"Chrdl1"	"chordin-like 1 [Source:MGI Symbol;Acc:MGI:1933172]"
"Pak3"	"p21 protein (Cdc42/Rac)-activated kinase 3 [Source:MGI Symbol;Acc:MGI:1339656]"
"Dcx"	"doublecortin [Source:MGI Symbol;Acc:MGI:1277171]"
"Taf1"	"TAF1 RNA polymerase II, TATA box binding protein (TBP)-associated factor [Source:MGI Symbol;Acc:MGI:1336878]"
"Gpm6b"	"glycoprotein m6b [Source:MGI Symbol;Acc:MGI:107672]"
"Zfp275"	"zinc finger protein 275 [Source:MGI Symbol;Acc:MGI:1350985]"
"Ap1s2"	"adaptor-related protein complex 1, sigma 2 subunit [Source:MGI Symbol;Acc:MGI:1889383]"
"Figf"	"c-fos induced growth factor [Source:MGI Symbol;Acc:MGI:108037]"
"Morf4l2"	"mortality factor 4 like 2 [Source:MGI Symbol;Acc:MGI:1927167]"
"Tsc22d3"	"TSC22 domain family, member 3 [Source:MGI Symbol;Acc:MGI:1196284]"
"Erlin2"	"ER lipid raft associated 2 [Source:MGI Symbol;Acc:MGI:2387215]"
"Dlc1"	"deleted in liver cancer 1 [Source:MGI Symbol;Acc:MGI:1354949]"
"Kat6a"	"K(lysine) acetyltransferase 6A [Source:MGI Symbol;Acc:MGI:2442415]"
"Ank1"	"ankyrin 1, erythroid [Source:MGI Symbol;Acc:MGI:88024]"
"Sfrp1"	"secreted frizzled-related protein 1 [Source:MGI Symbol;Acc:MGI:892014]"
"Slit2"	"slit homolog 2 (Drosophila) [Source:MGI Symbol;Acc:MGI:1315205]"
"Fgfr1"	"fibroblast growth factor receptor 1 [Source:MGI Symbol;Acc:MGI:95522]"
"Hpgd"	"hydroxyprostaglandin dehydrogenase 15 (NAD) [Source:MGI Symbol;Acc:MGI:108085]"
"Ednra"	"endothelin receptor type A [Source:MGI Symbol;Acc:MGI:105923]"
"Tmem184c"	"transmembrane protein 184C [Source:MGI Symbol;Acc:MGI:2384562]"
"Sh3rf1"	"SH3 domain containing ring finger 1 [Source:MGI Symbol;Acc:MGI:1913066]"
"Mfap3l"	"microfibrillar-associated protein 3-like [Source:MGI Symbol;Acc:MGI:1918556]"
"Heatr3"	"HEAT repeat containing 3 [Source:MGI Symbol;Acc:MGI:2444491]"
"Eif2ak3"	"eukaryotic translation initiation factor 2 alpha kinase 3 [Source:MGI Symbol;Acc:MGI:1341830]"
"Got2"	"glutamate oxaloacetate transaminase 2, mitochondrial [Source:MGI Symbol;Acc:MGI:95792]"
"Vps35"	"vacuolar protein sorting 35 [Source:MGI Symbol;Acc:MGI:1890467]"
"Herpud1"	"homocysteine-inducible, endoplasmic reticulum stress-inducible, ubiquitin-like domain member 1 [Source:MGI Symbol;Acc:MGI:1927406]"
"Tpm4"	"tropomyosin 4 [Source:MGI Symbol;Acc:MGI:2449202]"
"Gins2"	"GINS complex subunit 2 (Psf2 homolog) [Source:MGI Symbol;Acc:MGI:1921019]"
"Crispld2"	"cysteine-rich secretory protein LCCL domain containing 2 [Source:MGI Symbol;Acc:MGI:1926142]"
"Cdh13"	"cadherin 13 [Source:MGI Symbol;Acc:MGI:99551]"
"Cdh5"	"cadherin 5 [Source:MGI Symbol;Acc:MGI:105057]"
"Cmtm3"	"CKLF-like MARVEL transmembrane domain containing 3 [Source:MGI Symbol;Acc:MGI:2447162]"
"Ces2g"	"carboxylesterase 2G [Source:MGI Symbol;Acc:MGI:1919611]"
"Smpd3"	"sphingomyelin phosphodiesterase 3, neutral [Source:MGI Symbol;Acc:MGI:1927578]"
"Cyb5b"	"cytochrome b5 type B [Source:MGI Symbol;Acc:MGI:1913677]"
"Ldhd"	"lactate dehydrogenase D [Source:MGI Symbol;Acc:MGI:106428]"
"Cdh15"	"cadherin 15 [Source:MGI Symbol;Acc:MGI:106672]"
"Acta1"	"actin, alpha 1, skeletal muscle [Source:MGI Symbol;Acc:MGI:87902]"
"Birc3"	"baculoviral IAP repeat-containing 3 [Source:MGI Symbol;Acc:MGI:1197007]"
"Pdgfd"	"platelet-derived growth factor, D polypeptide [Source:MGI Symbol;Acc:MGI:1919035]"
"Sc5d"	"sterol-C5-desaturase (fungal ERG3, delta-5-desaturase) homolog (S. cerevisae) [Source:MGI Symbol;Acc:MGI:1353611]"
"Rexo2"	"REX2, RNA exonuclease 2 homolog (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:1888981]"
"Hyou1"	"hypoxia up-regulated 1 [Source:MGI Symbol;Acc:MGI:108030]"
"Robo4"	"roundabout homolog 4 (Drosophila) [Source:MGI Symbol;Acc:MGI:1921394]"
"Scg3"	"secretogranin III [Source:MGI Symbol;Acc:MGI:103032]"
"Cgnl1"	"cingulin-like 1 [Source:MGI Symbol;Acc:MGI:1915428]"
"Rp9"	"retinitis pigmentosa 9 (human) [Source:MGI Symbol;Acc:MGI:2157166]"
"Itga11"	"integrin alpha 11 [Source:MGI Symbol;Acc:MGI:2442114]"
"Fem1b"	"feminization 1 homolog b (C. elegans) [Source:MGI Symbol;Acc:MGI:1335087]"
"Cln6"	"ceroid-lipofuscinosis, neuronal 6 [Source:MGI Symbol;Acc:MGI:2159324]"
"Kif23"	"kinesin family member 23 [Source:MGI Symbol;Acc:MGI:1919069]"
"Fam46a"	"family with sequence similarity 46, member A [Source:MGI Symbol;Acc:MGI:2670964]"
